displacement_mm,RD2_force_kN,RD5_force_kN,RD6_force_kN,RD7_force_kN,RD8_force_kN,TD2_force_kN,TD3_force_kN,TD4_force_kN,TD6_force_kN,TD7_force_kN
3.400067,20.679965,20.577665,19.409195,19.528675,19.84382,19.103259,19.370736,19.856601,19.020547,19.285506
3.4070919,20.66796,20.564609,19.388956,19.515964,19.824862,19.087699,19.354351,19.837846,19.003855,19.266747
3.4141169,20.653077,20.551407,19.367186,19.503081,19.8065,19.07594,19.338005,19.820977,18.988405,19.248527
3.4211418,20.636923,20.538141,19.345225,19.490121,19.7884,19.06586,19.321756,19.80494,18.97304,19.231615
3.4281667,20.619192,20.525591,19.323153,19.470945,19.770761,19.054779,19.305675,19.788486,18.95702,19.217561
3.4351917,20.601226,20.513139,19.301582,19.450993,19.753575,19.043244,19.289771,19.772039,18.94067,19.206554
3.4422166,20.582904,20.50077,19.281308,19.431345,19.741027,19.027851,19.27419,19.756317,18.923468,19.195567
3.4492415,20.565266,20.488298,19.261969,19.411603,19.72787,19.012516,19.258764,19.740195,18.905837,19.18459
3.4562665,20.549477,20.475552,19.243684,19.391605,19.713068,18.997335,19.243517,19.722995,18.887726,19.167973
3.4632914,20.535433,20.462596,19.228547,19.371528,19.697029,18.982132,19.228329,19.706255,18.869303,19.150306
3.4703163,20.523417,20.449397,19.215012,19.351358,19.679551,18.966904,19.213639,19.690052,18.85072,19.129604
3.4773413,20.510749,20.436841,19.198668,19.330419,19.661721,18.95089,19.19911,19.67445,18.832139,19.109233
3.4843662,20.497738,20.424626,19.181685,19.309073,19.643706,18.934461,19.185055,19.659167,18.813534,19.089837
3.4913911,20.484417,20.412627,19.161449,19.287044,19.625468,18.91686,19.170612,19.643482,18.794465,19.073683
3.4984161,20.471155,20.400647,19.141085,19.264864,19.60719,18.899078,19.155684,19.627766,18.775242,19.061572
3.505441,20.460732,20.388189,19.120317,19.241989,19.588955,18.88204,19.141091,19.61307,18.75553,19.048389
3.5124659,20.450491,20.375779,19.09929,19.219698,19.570639,18.864625,19.12669,19.598034,18.736055,19.034595
3.5194909,20.440854,20.363531,19.077922,19.19935,19.552052,18.845952,19.111957,19.581861,18.716894,19.016312
3.5265158,20.431203,20.351222,19.056422,19.181605,19.533911,18.827256,19.097159,19.565375,18.69767,18.997112
3.5335407,20.421533,20.33883,19.034844,19.167409,19.516379,18.808531,19.082551,19.548461,18.678409,18.978275
3.5405657,20.410495,20.326206,19.013236,19.151416,19.50168,18.789775,19.067909,19.532396,18.657488,18.959797
3.5475906,20.398601,20.313438,18.991632,19.134299,19.488754,18.771,19.053143,19.516861,18.636188,18.94264
3.5546155,20.386403,20.301331,18.971271,19.11279,19.474611,18.750831,19.038243,19.504573,18.614402,18.925888
3.5616404,20.374132,20.289382,18.951827,19.090233,19.460177,18.730329,19.023148,19.493058,18.592691,18.909731
3.5686654,20.361132,20.277499,18.93605,19.069541,19.443365,18.713865,19.008272,19.478618,18.571285,18.89298
3.5756903,20.348681,20.264863,18.918806,19.049814,19.426175,18.698085,18.993543,19.463562,18.549748,18.875829
3.5827152,20.338546,20.249052,18.899289,19.034157,19.407397,18.685185,18.978264,19.445909,18.528008,18.857733
3.5897402,20.328904,20.232256,18.878122,19.019241,19.388178,18.672397,18.962838,19.42853,18.505863,18.839387
3.5967651,20.320052,20.213878,18.855782,19.005512,19.36825,18.65979,18.947857,19.411593,18.48343,18.820211
3.60379,20.310921,20.194398,18.837064,18.987935,19.348369,18.647179,18.932871,19.394915,18.460831,18.800948
3.610815,20.301582,20.174106,18.819388,18.967525,19.328523,18.634567,18.917828,19.378428,18.438185,18.781344
3.6178399,20.290833,20.152803,18.803099,18.946194,19.308299,18.615538,18.902767,19.362858,18.414628,18.761883
3.6248648,20.279658,20.131194,18.785289,18.924586,19.28796,18.594571,18.887673,19.347564,18.391148,18.742669
3.6318898,20.257168,20.109596,18.759311,18.903354,19.268011,18.575241,18.872629,19.33717,18.368227,18.722504
3.6389147,20.234136,20.088137,18.733449,18.881885,19.247856,18.556723,18.857626,19.326754,18.348076,18.701589
3.6459396,20.21069,20.067447,18.707798,18.859005,19.226467,18.542342,18.84293,19.315089,18.332997,18.679084
3.6529646,20.188179,20.046509,18.683668,18.836175,19.204975,18.526669,18.828335,19.302582,18.316408,18.656051
3.6599895,20.167445,20.0251,18.660808,18.813439,19.183286,18.508538,18.813311,19.288474,18.298558,18.638838
3.6670144,20.149597,20.007404,18.641704,18.79037,19.163924,18.488325,18.79815,19.274621,18.276738,18.622378
3.6740394,20.134239,19.992913,18.623937,18.767013,19.146569,18.466316,18.782274,19.260989,18.253504,18.608489
3.6810643,20.115003,19.982845,18.606492,18.74672,19.131544,18.444648,18.767091,19.247815,18.230317,18.594493
3.6880892,20.094324,19.974421,18.589075,18.727567,19.117385,18.423107,18.753335,19.234813,18.20696,18.580275
3.6951142,20.07177,19.965713,18.571689,18.710559,19.098854,18.401646,18.739529,19.221808,18.182342,18.558856
3.7021391,20.049191,19.956942,18.551936,18.692845,19.079771,18.380246,18.725678,19.208874,18.157807,18.530772
3.709164,20.027682,19.947874,18.527008,18.668164,19.059289,18.359279,18.710248,19.196502,18.133454,18.502874
3.716189,20.006035,19.938229,18.501249,18.643402,19.038786,18.339263,18.694177,19.184201,18.109135,18.475053
3.7232139,19.984071,19.927272,18.474678,18.618458,19.018232,18.321409,18.675825,19.17206,18.084848,18.446996
3.7302388,19.962296,19.909792,18.454376,18.592953,19.000835,18.30238,18.657156,19.159816,18.059658,18.41899
3.7372637,19.94071,19.885724,18.436785,18.566881,18.986626,18.282166,18.637779,19.147469,18.034077,18.391702
3.7442887,19.921025,19.862404,18.417571,18.542297,18.970703,18.25992,18.618152,19.134856,18.008891,18.364549
3.7513136,19.902195,19.83942,18.397574,18.518383,18.954008,18.23676,18.597907,19.122125,17.983775,18.33773
3.7583385,19.888497,19.816048,18.371093,18.499872,18.933202,18.213778,18.577038,19.109047,17.958914,18.314873
3.7653635,19.875475,19.792607,18.344364,18.481604,18.911846,18.190822,18.555493,19.095778,17.934008,18.296308
3.7723884,19.862294,19.768959,18.316975,18.457291,18.890511,18.167898,18.533338,19.080681,17.908987,18.280594
3.7794133,19.846599,19.7453,18.291867,18.433493,18.869298,18.144582,18.510885,19.065434,17.883867,18.266269
3.7864383,19.823971,19.721609,18.269362,18.411115,18.848426,18.120184,18.488524,19.049774,17.858635,18.252132
3.7934632,19.799486,19.702728,18.24953,18.39035,18.827907,18.095283,18.466864,19.034287,17.833551,18.237373
3.8004881,19.772807,19.689533,18.231081,18.371493,18.807806,18.069788,18.456677,19.019006,17.808543,18.211759
3.8075131,19.754144,19.678446,18.213222,18.352356,18.787985,18.043389,18.446503,19.004159,17.783103,18.186197
3.814538,19.73979,19.668493,18.195468,18.333069,18.768314,18.016505,18.436367,18.989546,17.757497,18.160794
3.8215629,19.726659,19.658839,18.177762,18.313153,18.74588,17.990133,18.426196,18.974976,17.729881,18.135685
3.8285879,19.713644,19.649178,18.158158,18.292787,18.722922,17.964284,18.41598,18.960415,17.702316,18.11095
3.8356128,19.697514,19.637773,18.132388,18.263218,18.69977,17.950321,18.402199,18.945884,17.67492,18.085445
3.8426377,19.679593,19.624633,18.105978,18.23382,18.67677,17.936436,18.38635,18.931323,17.647752,18.059493
3.8496627,19.655568,19.605583,18.07871,18.205003,18.654286,17.922819,18.364908,18.916656,17.62089,18.033263
3.8566876,19.634317,19.587058,18.051279,18.17787,18.631921,17.906562,18.342275,18.901793,17.593589,18.006957
3.8637125,19.616912,19.569262,18.023748,18.153073,18.609721,17.886648,18.319315,18.886657,17.566018,17.979726
3.8707375,19.601564,19.549895,17.997076,18.131561,18.590473,17.861523,18.296141,18.871087,17.539015,17.952432
3.8777624,19.587523,19.529529,17.970626,18.112139,18.573103,17.833085,18.272156,18.85524,17.512141,17.924895
3.8847873,19.575981,19.507503,17.949619,18.094596,18.558769,17.810288,18.248297,18.839061,17.484898,17.8979
3.8918122,19.565051,19.48507,17.929324,18.077512,18.545179,17.788872,18.224627,18.8228,17.457453,17.871712
3.8988372,19.554185,19.462782,17.911947,18.061691,18.525072,17.771,18.201156,18.806445,17.429181,17.851559
3.9058621,19.540985,19.440437,17.891759,18.045838,18.505608,17.752929,18.17782,18.790015,17.400788,17.835533
3.912887,19.517676,19.417847,17.867144,18.029818,18.489062,17.733924,18.153827,18.773264,17.372202,17.817314
3.919912,19.497633,19.395677,17.843181,18.00868,18.472321,17.714247,18.129655,18.756749,17.343089,17.798497
3.9269369,19.482924,19.374193,17.819688,17.979185,18.455263,17.693473,18.107447,18.740618,17.313593,17.770811
3.9339618,19.466303,19.353307,17.79678,17.949595,18.433814,17.667714,18.085764,18.723675,17.284159,17.742722
3.9409868,19.448251,19.332869,17.774044,17.919935,18.409077,17.638224,18.066422,18.706124,17.254742,17.713633
3.9480117,19.426531,19.312953,17.748621,17.890479,18.384763,17.609833,18.046971,18.68838,17.224501,17.684115
3.9550366,19.403679,19.293197,17.722941,17.861086,18.360578,17.58178,18.027327,18.670576,17.1942,17.653845
3.9620616,19.386267,19.272719,17.696403,17.836678,18.336204,17.554085,18.006747,18.651929,17.163747,17.62743
3.9690865,19.367977,19.252231,17.670006,17.813255,18.311549,17.526619,17.985418,18.633138,17.133467,17.604113
3.9761114,19.343219,19.231872,17.64387,17.794175,18.285335,17.500368,17.963645,18.613738,17.103508,17.582945
3.9831364,19.315757,19.211512,17.617479,17.772278,18.259161,17.47434,17.941722,18.594127,17.07366,17.562504
3.9901613,19.283058,19.191151,17.590871,17.744928,18.233061,17.448745,17.919229,18.574109,17.043906,17.53032
3.9971862,19.249529,19.17124,17.564416,17.715478,18.207363,17.422402,17.896707,18.553538,17.014225,17.496369
4.0042112,19.215271,19.151723,17.538015,17.684185,18.182017,17.395403,17.874233,18.532484,16.98457,17.455774
4.0112361,19.177681,19.131631,17.512538,17.660219,18.164283,17.36822,17.851299,18.512205,16.954888,17.418842
4.018261,19.138825,19.111321,17.487035,17.639034,18.149438,17.340966,17.8274,18.492221,16.9252,17.38958
4.025286,19.101243,19.090554,17.460787,17.618899,18.135923,17.314993,17.803274,18.473428,16.895479,17.35991
4.0323109,19.066163,19.069713,17.437259,17.598092,18.12219,17.289195,17.778933,18.45466,16.868566,17.329856
4.0393358,19.05055,19.048603,17.419788,17.571024,18.105694,17.263883,17.755071,18.435218,16.847908,17.297548
4.0463607,19.035081,19.027449,17.401178,17.543555,18.08602,17.238151,17.731407,18.415798,16.825395,17.264308
4.0533857,19.019948,19.006191,17.381437,17.515157,18.058976,17.211447,17.707878,18.396429,16.801041,17.232641
4.0604106,19.005068,18.985081,17.355964,17.487178,18.031346,17.184884,17.684366,18.377265,16.76947,17.201286
4.0674355,18.99045,18.96412,17.327964,17.459629,18.003117,17.158466,17.660866,18.358313,16.734718,17.171275
4.0744605,18.976563,18.94233,17.29923,17.431574,17.977654,17.132083,17.637348,18.338513,16.69864,17.141202
4.0814854,18.96301,18.920158,17.270323,17.403287,17.953458,17.105716,17.613781,18.318322,16.66244,17.110971
4.0885103,18.934513,18.898072,17.240508,17.380697,17.932723,17.078655,17.589824,18.297363,16.626802,17.076744
4.0955353,18.904553,18.876041,17.21084,17.359117,17.911818,17.051559,17.565438,18.276295,16.591125,17.038121
4.1025602,18.882788,18.854589,17.181566,17.340431,17.882233,17.025283,17.540508,18.255197,16.555339,16.997168
4.1095851,18.862411,18.83349,17.152645,17.319204,17.851824,16.998529,17.515307,18.234088,16.518493,16.955057
4.1166101,18.845939,18.813382,17.124134,17.290818,17.819095,16.970431,17.490843,18.212945,16.480416,16.893108
4.123635,18.829586,18.793131,17.095577,17.26135,17.786934,16.9428,17.466451,18.191974,16.440432,16.828658
4.1306599,18.813373,18.772709,17.066997,17.230582,17.755458,16.915729,17.441217,18.171209,16.399443,16.777133
4.1376849,18.798985,18.752093,17.038368,17.200224,17.731557,16.888052,17.415802,18.154583,16.358465,16.733167
4.1447098,18.785593,18.731372,17.009728,17.170092,17.711801,16.860042,17.389831,18.140221,16.318223,16.712533
4.1517347,18.772657,18.710292,16.981022,17.13954,17.690076,16.832571,17.364129,18.123991,16.295928,16.692339
4.1587597,18.75981,18.689096,16.9523,17.108899,17.667936,16.805229,17.338773,18.107243,16.273926,16.672712
4.1657846,18.747014,18.666423,16.923526,17.077988,17.644616,16.778681,17.312889,18.085486,16.252895,16.653887
4.1728095,18.734361,18.643869,16.894723,17.047005,17.622489,16.751872,17.286694,18.063532,16.228418,16.635535
4.1798345,18.722207,18.621732,16.865879,17.015774,17.604521,16.724151,17.259088,18.040887,16.199249,16.618415
4.1868594,18.710172,18.599095,16.836994,16.98441,17.583172,16.696267,17.231181,18.017926,16.163276,16.601586
4.1938843,18.698306,18.575754,16.808083,16.952859,17.557055,16.668155,17.203817,17.994517,16.123057,16.586368
4.2009092,18.685544,18.546591,16.779118,16.921114,17.527238,16.639659,17.176371,17.971021,16.081134,16.571236
4.2079342,18.672203,18.513663,16.75014,16.889242,17.495029,16.610915,17.14861,17.947469,16.038807,16.556436
